Region,Codigo region,Comuna,Codigo comuna,Superficie_km2,Poblacion,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14
Antofagasta,2,Antofagasta,2101,30683.5,425725,0.140714847339453,0.141548488551643,0.131317437311128,0.110987959568401,0.104659864912231,0.146512443042411,0.139341233978458,0.13447201144362,0.127708149790169,0.125216699349191,0.095868739401863,0.090506910696185,0.142315817394682,0.133647843427023,0.131042714638929,0.130341698165042,0.124837771525469,0.088223870558256,0.081507374882769,0.120849556180786,0.115535093453075,0.118130749045576,0.097877056867593,0.083506219152907,0.056346567387577,0.052377298434081,0.093462547721223,0.096730800200832,0.088384914883338,0.074127755515768,0.071115279317172,0.053315144797795,0.045888159452828,0.083695683064768,0.090497437500592,0.092553120944288,0.079773780089238,0.078551737857732,0.058724339481437,0.054982427222175,0.084917725296274,0.103845170091227,0.094959312624928,0.089398546811796,0.048322770720247,0.044306135788786,0.04117050804748,0.091871969,0.104064016,0.102017459,0.086071775,0.088603298,0.061610087,0.056479146,0.093113482,0.104519884,0.102453928,0.089340446,0.086110572,0.063957323,0.055266731,0.106925315,0.10914646,0.109194956,0.094723569,0.054869059,0.056188167,0.049408341,0.101396702,0.120213385,0.096828322,0.06900097,0.077788555,0.051823472,0.044500485,0.0928613,0.111222114,0.106469447,0.094180407,0.089961203,0.057594568,0.050242483,0.09800194,0.115373424,0.117129001,0.060038797,0.082560621,0.056779825,0.050455868,0.096013579,0.112453928,0.114636275,0.086197866,0.083113482,0.073074685,0.057293889,0.103821532,0.120397672,0.116382153,0.100407371,0.096624636,0.07557711,0.062473327,0.10785645,0.124684772,0.117749758,0.093608147,0.101377304,0.071154219,0.061697381
Antofagasta,2,Calama,2201,15533.2,190336,0.144967052942513,0.144654623949103,0.135821404226312,0.103783231083845,0.109009316064531,0.159992047261986,0.16002044989775,0.150846398545785,0.13951374687571,0.129686434901159,0.102419904567144,0.095347648261759,0.160702113156101,0.155930470347648,0.143206089525108,0.143972960690752,0.140053396955237,0.095347648261759,0.091428084526244,0.152096114519427,0.137468757100659,0.124517155192002,0.117274483072029,0.098017496023631,0.069302431265622,0.056350829356964,0.112900477164281,0.096682572142695,0.087338104976142,0.081941604180868,0.071546239491025,0.054817087025676,0.043200408997955,0.092819813678709,0.086826857532379,0.08571915473756,0.080209043399228,0.073136787093842,0.052885707793683,0.043370824812543,0.096086116791638,0.090433992274483,0.087565326062259,0.084185412406271,0.046835946375824,0.038315155646444,0.034480799818223,0.101170175,0.097318593,0.089997648,0.08114783,0.075267553,0.054274962,0.041455957,0.101081971,0.10466894,0.099729507,0.08961543,0.083147125,0.058832177,0.045572151,0.107873692,0.105198165,0.101346584,0.094819475,0.048835705,0.047747854,0.045572151,0.106638833,0.116341291,0.10064095,0.087674938,0.093584617,0.070298718,0.057332706,0.113842173,0.115341644,0.102463836,0.099523698,0.089586028,0.066888157,0.050982006,0.103875103,0.105962601,0.106756439,0.069740092,0.084823004,0.064565447,0.052040456,0.111548865,0.109931789,0.107961896,0.094819475,0.091996942,0.080177584,0.059420205,0.112019287,0.110637422,0.098200635,0.097200988,0.095407503,0.069798895,0.053451723,0.105786193,0.121809949,0.092114548,0.086939904,0.080177584,0.056597671,0.04195578
Antofagasta,2,María Elena,2302,12330.1,6814,1.62034856335375,1.48563353744701,1.51483749411211,1.2703721149317,1.36881771078662,1.52472915685351,1.65897315120113,1.60998586905323,1.45360339142723,1.44135657089025,1.21950070654734,1.22892133772963,1.53179463024023,1.66509656146962,1.37729627885068,1.23928403203015,1.52708431464908,1.14884597268017,1.13612812058408,1.54545454545455,1.55534620819595,1.49081488459727,1.14790390956194,1.09232218558643,0.762600094206312,0.679698539802167,1.03391427225624,1.14272256241168,1.00800753650495,0.950541686292982,0.936881771078662,0.723504474799812,0.609985869053227,0.982571832312765,1.1464908148846,1.13754121526142,0.822892133772963,0.925577013659915,0.69901083372586,0.685821950070655,1.01413094677343,1.22326895902025,1.23881300047103,1.17428167687235,0.673575129533679,0.597268016957136,0.585963259538389,1.109174312,1.253211009,1.227981651,1.002293578,0.977522936,0.68853211,0.59266055,1.020642202,1.312385321,1.25733945,1.085779817,0.950917431,0.781651376,0.652752294,1.166055046,1.270642202,1.377981651,1.121559633,0.626605505,0.701376147,0.669266055,1.172018349,1.613302752,1.688073394,1.152752294,1.324311927,1.056880734,0.870183486,1.383486239,1.765137615,1.279816514,1.020642202,0.948623853,0.783944954,0.618807339,1.02706422,1.239449541,1.272018349,0.817431193,0.913302752,0.775688073,0.555045872,1.208715596,1.096788991,1.303669725,1.076605505,1.028899083,0.888073394,0.719724771,1.178899083,1.247247706,1.235321101,1.077522936,1.063302752,0.811926606,0.666513761,1.112385321,1.740366972,1.178899083,1.063302752,0.884862385,0.747247706,0.540825688
Antofagasta,2,Mejillones,2102,3576.07,14776,2.28247422680412,2.42453608247423,2.4620618556701,2.14494845360825,2.03237113402062,2.53628865979381,2.20845360824742,2.20350515463917,2.17649484536083,2.24762886597938,1.82659793814433,1.68783505154639,2.4519587628866,2.12824742268041,2.11896907216495,2.15360824742268,2.2579381443299,1.67773195876289,1.57175257731959,2.04350515463917,1.89030927835052,1.88927835051546,1.69670103092784,1.51814432989691,1.01835051546392,0.92659793814433,1.64144329896907,1.54742268041237,1.39340206185567,1.28350515463918,1.28350515463918,0.978969072164948,0.84659793814433,1.4379381443299,1.43463917525773,1.44639175257732,1.40639175257732,1.42164948453608,1.07587628865979,1.04371134020619,1.42762886597938,1.54907216494845,1.45051546391753,1.54412371134021,0.82639175257732,0.763505154639175,0.724329896907217,1.451997615,1.535281256,1.544424568,1.416815742,1.390975949,1.04889684,1.001391373,1.482409064,1.550188829,1.51977738,1.487378255,1.442059233,1.123633472,0.96799841,1.731067382,1.648777579,1.678393957,1.584774399,0.917511429,0.949314252,0.83402902,1.654343073,1.840985887,1.460345856,1.045319022,1.243291592,0.850526734,0.79189028,1.49532896,1.672232161,1.560524747,1.497117869,1.475054661,0.927648579,0.75988869,1.562909958,1.718545021,1.720532697,0.960246472,1.313854105,0.887895051,0.821705426,1.485589346,1.619757503,1.636851521,1.342675412,1.327966607,1.208706023,0.967203339,1.653945538,1.832240111,1.773603657,1.620353806,1.584973166,1.210097396,1.066189624,1.624130392,1.906181674,1.838799443,1.586960843,1.688133572,1.244682966,1.113893858
Antofagasta,2,Ollagüe,2202,2925.54,287,0.470588235294118,0.941176470588235,0.647058823529412,0.794117647058824,0.617647058823529,0.352941176470588,0.647058823529412,0.882352941176471,0.676470588235294,0.441176470588235,0.882352941176471,0.617647058823529,0.529411764705882,0.647058823529412,0.411764705882353,0.235294117647059,0.411764705882353,0.676470588235294,0.470588235294118,0.558823529411765,0.823529411764706,0.647058823529412,0.382352941176471,0.470588235294118,0.264705882352941,0.205882352941176,0.294117647058824,0.235294117647059,0.588235294117647,0.382352941176471,0.529411764705882,0.382352941176471,0.323529411764706,0.264705882352941,0.411764705882353,0.323529411764706,0.147058823529412,0.147058823529412,0.382352941176471,0.411764705882353,0.147058823529412,0.470588235294118,0.294117647058824,0.205882352941176,0.382352941176471,0.235294117647059,0.205882352941176,0.294117647,0.205882353,0.205882353,0.147058824,0.029411765,0,0.058823529,0.117647059,0.352941176,0.382352941,0.323529412,0.323529412,0.352941176,0.382352941,0.205882353,0.352941176,0.294117647,0.117647059,0.176470588,0.088235294,0.147058824,0.088235294,0.352941176,0.411764706,0.264705882,0.5,0.352941176,0.323529412,0.441176471,0.558823529,0.323529412,0.441176471,0.294117647,0.882352941,0.323529412,0.176470588,0.294117647,0.441176471,0.294117647,0.411764706,0.352941176,1.676470588,0.205882353,0.205882353,0.323529412,0.176470588,0.735294118,0.176470588,0.147058824,0.205882353,0.411764706,0.352941176,0.529411765,1.352941176,0.323529412,0.352941176,0.352941176,0.470588235,0.264705882,0.058823529,0.058823529,0.029411765,0.088235294
Antofagasta,2,San Pedro de Atacama,2203,23602.2,10434,0.114785992217899,0.125486381322957,0.10408560311284,0.078793774319066,0.098249027237354,0.110894941634241,0.092412451361868,0.098249027237354,0.096303501945525,0.082684824902724,0.084630350194553,0.087548638132296,0.083657587548638,0.113813229571984,0.108949416342412,0.101167315175097,0.092412451361868,0.087548638132296,0.078793774319066,0.089494163424125,0.081712062256809,0.083657587548638,0.070038910505837,0.061284046692607,0.055447470817121,0.046692607003891,0.067120622568093,0.06420233463035,0.046692607003891,0.034046692607004,0.044747081712062,0.05739299610895,0.032101167315175,0.056420233463035,0.063229571984436,0.059338521400778,0.089494163424125,0.091439688715953,0.065175097276265,0.054474708171206,0.077821011673152,0.061284046692607,0.06420233463035,0.069066147859922,0.062256809338521,0.056420233463035,0.051556420233463,0.058500914,0.072212066,0.072212066,0.045703839,0.055758684,0.042961609,0.048446069,0.063985375,0.068555759,0.093235832,0.0511883,0.066727605,0.059414991,0.053016453,0.074954296,0.071297989,0.097806216,0.088665448,0.058500914,0.063071298,0.057586837,0.078610603,0.093235832,0.087751371,0.068555759,0.054844607,0.064899452,0.068555759,0.089579525,0.075868373,0.110603291,0.094149909,0.078610603,0.069469835,0.050274223,0.089579525,0.099634369,0.091407678,0.055758684,0.062157221,0.058500914,0.056672761,0.087751371,0.094149909,0.115173675,0.080438757,0.085009141,0.073126143,0.038391225,0.059414991,0.064899452,0.07678245,0.072212066,0.067641682,0.035648995,0.054844607,0.073126143,0.071297989,0.1023766,0.077696527,0.067641682,0.053016453,0.055758684
Antofagasta,2,Sierra Gorda,2103,12883,1746,1.41635643088747,1.29926744325688,1.09595292422241,0.841239341899844,0.837996877626996,1.33745646691486,1.4741203314519,1.40542812537529,1.24918938393179,1.1399063288099,0.831391857811937,0.808094151555182,1.34346103038309,1.44854089107722,1.33181217725471,1.26768343941395,1.1766542572355,0.785276810375886,0.737720667707458,1.27416836795965,1.26984508226252,1.25963732436652,0.996157079380329,0.809295064248829,0.569232616788759,0.509307073375766,0.930347063768464,0.987510507986069,0.902846163083944,0.715743965413714,0.651134862495497,0.506064609102918,0.415035426924463,0.821064008646571,0.907169448781074,0.929626516152275,0.712981866218326,0.671430287018134,0.481205716344422,0.436892037948841,0.845682718866338,1.04875705536207,0.962411432688844,0.817581361834995,0.46715503782875,0.401104839678155,0.393178815900084,0.904578313,1.029518072,0.984578313,0.750963855,0.747349398,0.512048193,0.424819277,0.89060241,1.068795181,1.015662651,0.795783133,0.73373494,0.521927711,0.455903614,0.943855422,1.047108434,1.045903614,0.808674699,0.477590361,0.472891566,0.454457831,0.930120482,1.205421687,1.083012048,0.775903614,0.817710843,0.585903614,0.529277108,0.996144578,1.178192771,1.03939759,0.842891566,0.760361446,0.548192771,0.511566265,0.894337349,1.046626506,1.070843373,0.595783133,0.703493976,0.532409639,0.45626506,0.938433735,1.027951807,1.110361446,0.788313253,0.73060241,0.648072289,0.516024096,0.93060241,1.052771084,1.014578313,0.834698795,0.828072289,0.627710843,0.516626506,0.964698795,1.212168675,0.972771084,0.752168675,0.749518072,0.511927711,0.419277108
Antofagasta,2,Taltal,2104,20412.1,13657,0.0847533632287,0.075784753363229,0.07219730941704,0.062780269058296,0.060089686098655,0.048430493273543,0.070403587443946,0.072645739910314,0.053811659192825,0.057847533632287,0.039910313901345,0.039910313901345,0.069955156950673,0.055156950672646,0.073991031390135,0.040358744394619,0.044843049327354,0.060089686098655,0.02780269058296,0.045291479820628,0.052017937219731,0.067713004484305,0.043497757847534,0.03542600896861,0.023766816143498,0.022869955156951,0.02780269058296,0.027354260089686,0.033183856502242,0.017040358744395,0.023318385650224,0.01390134529148,0.013004484304933,0.02017937219731,0.021076233183857,0.030941704035875,0.024215246636771,0.014798206278027,0.013452914798206,0.009417040358744,0.017040358744395,0.03542600896861,0.042600896860987,0.033632286995516,0.013452914798206,0.009865470852018,0.010313901345292,0.022481626,0.035884133,0.046260268,0.042369217,0.121487246,0.019455253,0.011673152,0.016861219,0.042801556,0.054042369,0.030696066,0.028102032,0.015996541,0.01642888,0.040639862,0.047124946,0.058798098,0.029831388,0.023346304,0.015996541,0.021184609,0.034154777,0.063553826,0.051880674,0.04539559,0.022481626,0.015564202,0.018590575,0.019887592,0.034587116,0.039342845,0.021616948,0.01642888,0.014699524,0.044963251,0.040207523,0.042801556,0.040639862,0.031993083,0.022481626,0.012105491,0.024210981,0.025507998,0.04539559,0.044963251,0.025507998,0.026805015,0.027669693,0.017725897,0.031128405,0.038478167,0.045827929,0.034587116,0.040207523,0.021616948,0.013402508,0.02075227,0.026805015,0.059662776,0.029831388,0.038045828,0.017293558,0.015131863
Antofagasta,2,Tocopilla,2301,4120.83,28079,0.566666666666667,0.526490066225165,0.636423841059603,0.542825607064018,0.600662251655629,0.507726269315673,0.51766004415011,0.542825607064018,0.530905077262693,0.539955849889625,0.477483443708609,0.473068432671082,0.475938189845475,0.483664459161148,0.498233995584989,0.474172185430464,0.601986754966887,0.46401766004415,0.49448123620309,0.497130242825607,0.475938189845475,0.472406181015452,0.405739514348786,0.354746136865342,0.255408388520971,0.252317880794702,0.331346578366446,0.327152317880795,0.320309050772627,0.271302428256071,0.298454746136865,0.251434878587196,0.224503311258278,0.287417218543046,0.271523178807947,0.31523178807947,0.281898454746137,0.309050772626932,0.262251655629139,0.252538631346578,0.299116997792494,0.312362030905077,0.300883002207505,0.312582781456954,0.200220750551876,0.180353200883002,0.16953642384106,0.310277111,0.332315077,0.362426358,0.288239145,0.30940432,0.236089897,0.214051931,0.282784202,0.303076587,0.300676413,0.282784202,0.301331006,0.220379664,0.210778966,0.275583679,0.313331879,0.337988217,0.344097753,0.215142919,0.209906175,0.218634082,0.307440541,0.382282348,0.33777002,0.240235654,0.273401702,0.197468907,0.261182631,0.328605717,0.340388392,0.339297403,0.296748854,0.308095134,0.227580188,0.22736199,0.311368099,0.314204669,0.336679031,0.24154484,0.276020074,0.202705651,0.182849662,0.284311586,0.306349553,0.333624264,0.280602226,0.284966179,0.268601353,0.269692341,0.353262055,0.384246127,0.357407811,0.301985599,0.373336243,0.268819551,0.258127864,0.310931704,0.403447523,0.382500545,0.321841588,0.328605717,0.266637574,0.240017456
Arica y Parinacota,15,Arica,15101,4799.66,247552,0.055377475369216,0.056970364397947,0.064187528268864,0.054020569900297,0.059762836522389,0.053056970364398,0.051070775402647,0.050480816503117,0.047373699632259,0.052938978584492,0.045603822933669,0.048317633871507,0.047708009675326,0.046115120646595,0.050028514680144,0.04601679416334,0.054236888163458,0.044089595091542,0.044109260388193,0.049202572220802,0.02576153861281,0.039507580971859,0.032605061847358,0.031680792904761,0.023382037718039,0.020491239110342,0.025643546832904,0.026843129928615,0.024247310770683,0.023126388861576,0.022536429962046,0.017875754655759,0.014670311301646,0.023657351871153,0.025230575603233,0.022300446402234,0.022556095258697,0.02222178521563,0.015181609014572,0.016145208550471,0.023932666024267,0.02595819157932,0.025112583823327,0.022044797545771,0.014650646004995,0.010461937818332,0.012349806296828,0.0239831,0.026033469,0.02920222,0.023610306,0.017107116,0.011038853,0.010521084,0.02060724,0.021435672,0.021953442,0.019613122,0.01851545,0.015760915,0.014891061,0.024355894,0.024003811,0.022264104,0.0239831,0.015346699,0.01277856,0.012467898,0.021269986,0.026219866,0.025350012,0.019385304,0.021622069,0.016858587,0.013710546,0.024438737,0.0276282,0.02580565,0.022222682,0.022181261,0.018536161,0.015968023,0.028477342,0.026509817,0.0312733,0.020213735,0.023133957,0.020524397,0.016900008,0.028394499,0.029492171,0.030900505,0.02555712,0.026489106,0.019178196,0.017852705,0.029077955,0.028705161,0.031728937,0.027773175,0.028746583,0.02346533,0.020255157,0.028829426,0.032888742,0.030569133,0.02893298,0.026489106,0.020876481,0.021684202
Arica y Parinacota,15,Camarones,15102,3922.22,1233,28.5487804878049,28.7439024390244,33.3170731707317,27.5243902439024,29.4024390243902,25.8292682926829,26.1341463414634,25.1219512195122,22.9878048780488,26.9512195121951,22.8292682926829,24.3780487804878,23.7317073170732,23.4878048780488,25.109756097561,21.7195121951219,27.9268292682927,21.9512195121951,22.4390243902439,23.719512195122,10.8414634146342,20.3414634146341,16.5975609756098,15.3414634146341,11.5121951219512,10.2317073170732,13.3048780487805,13.5243902439024,12.3780487804878,11,11.2560975609756,8.95121951219512,7.79268292682927,11.6707317073171,13.3170731707317,12.2317073170732,11.3414634146341,11.6707317073171,7.82926829268293,7.80487804878049,11.6219512195122,13.6219512195122,13.2560975609756,10.6463414634146,7.24390243902439,5.46341463414634,6.34146341463415,6.692307692,8.076923077,8.853846154,6.615384615,5.169230769,3.092307692,3.4,5.430769231,6.707692308,6.776923077,5.246153846,5.338461538,4.3,4.253846154,6.215384615,7.153846154,6.430769231,6.323076923,4.615384615,3.407692308,3.838461538,5.553846154,7.776923077,7.569230769,5.076923077,6.053846154,4.338461538,3.969230769,6.684615385,7.969230769,7.646153846,6.076923077,6.623076923,4.946153846,4.376923077,7.561538462,7.992307692,8.584615385,5.861538462,6.8,5.307692308,4.392307692,7.846153846,9.061538462,8.807692308,7.123076923,8.115384615,5.330769231,5.038461538,8.161538462,8.776923077,9.515384615,7.492307692,8.284615385,6.038461538,5.846153846,8.376923077,9.907692308,9.361538462,7.869230769,7.938461538,5.669230769,6.207692308
Arica y Parinacota,15,General Lagos,15202,2257.22,810,0.418181818181818,0.581818181818182,0.309090909090909,0.109090909090909,0.218181818181818,0.254545454545454,0.690909090909091,0.4,0.290909090909091,0.6,0.509090909090909,0.345454545454545,0.618181818181818,0.672727272727273,0.927272727272727,0.636363636363636,0.327272727272727,0.272727272727273,0.509090909090909,0.490909090909091,0.581818181818182,0.745454545454545,0.618181818181818,0.254545454545454,0.363636363636364,0.254545454545455,0.309090909090909,0.127272727272727,0.563636363636364,0.472727272727273,0.363636363636364,0.127272727272727,0.236363636363636,0.109090909090909,0.345454545454545,0.654545454545455,0.690909090909091,0.381818181818182,0.272727272727273,0.4,0.690909090909091,0.472727272727273,0.545454545454545,0.436363636363636,0.345454545454545,0.163636363636364,0.327272727272727,0.292307692,0.323076923,0.384615385,0.430769231,0.123076923,0.276923077,0.092307692,0.307692308,0.092307692,0.415384615,0.569230769,0.307692308,0.153846154,0.261538462,0.292307692,0.353846154,0.184615385,0.523076923,0.153846154,0.261538462,0.153846154,0.646153846,0.492307692,0.707692308,0.615384615,0.369230769,0.169230769,0.246153846,0.430769231,0.4,0.369230769,0.630769231,0.430769231,0.323076923,0.215384615,0.507692308,0.676923077,0.738461538,0.553846154,0.092307692,0.123076923,0.292307692,0.276923077,0.246153846,0.830769231,0.538461538,0.307692308,0.184615385,0.584615385,0.230769231,0.507692308,0.4,0.461538462,0.430769231,0.092307692,0.169230769,0.169230769,0.6,0.230769231,0.246153846,0.353846154,0.092307692,0.153846154
Arica y Parinacota,15,Putre,15201,5885.18,2515,1.37704918032787,1.59016393442623,1.50546448087432,1.36612021857924,1.77049180327869,1.62841530054645,1.39344262295082,1.57650273224044,1.50819672131148,1.41803278688525,1.32513661202186,1.31420765027322,1.4207650273224,1.24590163934426,1.48633879781421,1.65027322404372,1.33879781420765,1.25956284153005,1.19945355191257,1.59562841530055,1.24863387978142,1.04918032786885,0.937158469945355,1.01912568306011,0.734972677595628,0.598360655737705,0.628415300546448,0.729508196721311,0.674863387978142,0.830601092896175,0.674863387978142,0.513661202185792,0.322404371584699,0.693989071038251,0.584699453551913,0.456284153005464,0.729508196721311,0.557377049180328,0.412568306010929,0.554644808743169,0.819672131147541,0.636612021857923,0.612021857923497,0.770491803278688,0.46448087431694,0.254098360655738,0.33879781420765,0.842818428,0.623306233,0.769647696,0.840108401,0.444444444,0.403794038,0.200542005,0.859078591,0.452574526,0.558265583,0.823848238,0.596205962,0.569105691,0.495934959,1.043360434,0.682926829,0.696476965,1.008130081,0.485094851,0.517615176,0.317073171,0.945799458,0.799457995,0.764227642,0.861788618,0.761517615,0.718157182,0.43902439,0.93495935,0.883468835,0.775067751,0.921409214,0.650406504,0.756097561,0.579945799,1.146341463,0.783197832,1.230352304,0.682926829,0.653116531,0.853658537,0.726287263,1.005420054,0.715447154,1.097560976,0.940379404,0.672086721,0.669376694,0.653116531,0.98102981,0.758807588,0.880758808,1.097560976,0.940379404,0.964769648,0.62601626,0.867208672,0.929539295,0.769647696,1.078590786,0.780487805,0.750677507,0.682926829
Atacama,3,Alto del Carmen,3302,6155.88,5729,0.309376487386958,0.324607329842932,0.424083769633508,0.418372203712518,0.340314136125654,0.387910518800571,0.338886244645407,0.329842931937173,0.281294621608758,0.43407900999524,0.365064255116611,0.303188957639219,0.347453593526892,0.312232270347454,0.294621608757734,0.290813898143741,0.351261304140885,0.305092812946216,0.277486910994764,0.296525464064731,0.238933841028082,0.27415516420752,0.266539742979534,0.286054259876249,0.184198000951928,0.133745835316516,0.198476915754403,0.170871013802951,0.15992384578772,0.167063303188958,0.197049024274155,0.175154688243693,0.124702522608282,0.243217515468824,0.214659685863874,0.206568300809138,0.219895287958115,0.232746311280343,0.221799143265112,0.141837220371252,0.228938600666349,0.188957639219419,0.216563541170871,0.215611613517373,0.097572584483579,0.067110899571633,0.086625416468348,0.214020427,0.188022284,0.171309192,0.180129991,0.236768802,0.160167131,0.110492108,0.207056639,0.199628598,0.142525534,0.128133705,0.197307335,0.108170845,0.064531105,0.176880223,0.155060353,0.167130919,0.21448468,0.084029712,0.130454968,0.092386258,0.186629526,0.177344475,0.191272052,0.168987929,0.239090065,0.155060353,0.093779016,0.183379759,0.189879294,0.1545961,0.149489322,0.207520891,0.148096565,0.083101207,0.189415042,0.163881151,0.204271123,0.076601671,0.191272052,0.142061281,0.103064067,0.200557103,0.178272981,0.188950789,0.162952646,0.215413185,0.185701021,0.119777159,0.17455896,0.167130919,0.17084494,0.137883008,0.236768802,0.217734448,0.151810585,0.182915506,0.191272052,0.155524605,0.142525534,0.215413185,0.150417827,0.091922006
Atacama,3,Caldera,3102,3680.47,19426,2.17150979153506,1.92103600758054,2.10217940619078,2.13945041061276,2.51895135818067,1.73799747315224,1.85202147820594,1.97678458622868,1.45341124447252,1.56080227416298,1.41724573594441,1.43572331017056,1.43982943777637,1.68003790271636,1.65413771320278,1.42593177511055,1.5206885660139,1.30401137081491,1.41266582438408,1.35375868603917,1.5170562223626,1.60707517372078,1.20183196462413,1.09981048641819,0.817435249526216,0.827700568540745,0.8198041692988,1.2357864813645,1.2678458622868,0.838913455464308,0.854548325963361,0.732154137713203,0.661244472520531,0.780164245104232,1.18319646241314,1.18098547062539,0.789324068224889,0.804169298799747,0.690619077700569,0.644662034112445,0.812381554011371,1.27116234996841,1.18540745420088,0.761528742893241,0.463044851547694,0.344914718888187,0.452937460518004,0.730459057,1.175093052,1.15307072,0.792183623,0.776364764,0.635390819,0.597239454,0.827698511,1.209057072,1.174007444,0.897797767,0.843362283,0.710918114,0.731079404,0.918734491,1.177264268,1.026674938,0.859491315,0.59692928,0.500620347,0.583591811,0.831420596,1.310173697,1.294509926,0.887562035,0.891439206,0.708901985,0.61616005,0.868641439,1.211693548,1.138647643,0.844913151,0.880272953,0.748604218,0.710763027,0.887872208,1.244727047,1.273418114,0.753256824,0.706730769,0.643765509,0.5742866,0.930521092,1.262406948,1.304900744,0.902140199,0.867245658,0.749844913,0.700682382,0.925868486,1.21308933,1.265198511,0.912531017,0.923852357,0.763337469,0.743331266,0.955334988,1.148883375,1.256978908,0.912065757,0.856389578,0.732940447,0.705490074
